"","period","inflation","inflation_target","nominal_interest_rate","mean_exp_inflation","real_interest_rate","unemployment_rate","output_gap","consumption","real_wage_rate","mean_real_savings_balance","mean_indexation_strategy","mean_substitution_strategy","stdev_real_savings_balance","stdev_indexation_strategy","stdev_substitution_strategy"
"605",605,0.0275483240931529,0.02,0.0246946379983895,0.0237779648726623,0.00091667312572716,0.0884663113698398,-0.0671981486561796,71.2745433346112,0.147587631810683,-0.0088741708523463,1.27270038355125,1.00425235528955,0.104687524774074,0.296099797917776,0.297416566669978
"606",606,0.0277221583130294,0.02,0.0182307907631609,0.0229279942119797,-0.00469720344881875,0.0894298679998652,-0.067936456607328,71.6946319085132,0.147626309140418,-0.00955479308236245,1.27291442127305,1.00425297406908,0.105327396911204,0.295817465018592,0.297143492268326
"607",607,0.0335546779576204,0.02,0.0196374026268622,0.0226006488635521,-0.00296324623668991,0.0883473218260989,-0.0671121945914496,71.6665687762009,0.147584220951486,-0.00991233015288689,1.27367624465383,1.00401368300395,0.103234709964706,0.295634921420685,0.2972762883603
"608",608,0.0314824102727824,0.02,0.025411204328273,0.0233662367173226,0.00204496761095048,0.088357069879007,-0.0671266180417997,71.2000170998837,0.147586422602037,-0.00915405814714379,1.2738568163707,1.00406544348642,0.10314255217287,0.295727976145857,0.297720613202052
"609",609,0.0271359389067889,0.02,0.0237122963014471,0.0233676598117729,0.000344636489674143,0.08950885484085,-0.0680011749126287,71.2296201466802,0.147630582416235,-0.0087707822611151,1.27406819599768,1.00465522195577,0.105315207893267,0.295599551833248,0.297844328262224
"610",610,0.0288714982659904,0.02,0.0176994228753929,0.0227181313837014,-0.00501870850830852,0.0898914878974011,-0.0682930902442008,71.7090680037971,0.147645625123768,-0.00942532363238032,1.2750128304242,1.00509512744955,0.105931445529098,0.295436238346495,0.298047295441535
"611",611,0.0348519065895815,0.02,0.0203756623261605,0.0226695707681048,-0.00229390844194436,0.0882876976333169,-0.0670707305052368,71.6863907974131,0.147582992639737,-0.00967916200741097,1.27556367844622,1.00507167445828,0.10381698767415,0.295041811699065,0.297685521429902
"612",612,0.0320660090280806,0.02,0.0268172769719356,0.0236191235127502,0.00319815345918536,0.0881990074352688,-0.0670075438711038,71.1719311881839,0.14758065194078,-0.00882875799836963,1.27612816856066,1.00530910862397,0.103429669464575,0.294929128178995,0.297683670672689
"613",613,0.0259426010470738,0.02,0.0241303441260483,0.0236107302274891,0.000519613898559229,0.0900134561185028,-0.0683895801134583,71.1432531890291,0.14765130527925,-0.00848905508374232,1.2772796571949,1.00454055728126,0.105676481519245,0.295337617782769,0.297285495436752
"614",614,0.0278059682626036,0.02,0.0165000494399307,0.0225849750823623,-0.00608492564243167,0.0908351597197837,-0.069018248192872,71.6471613685332,0.147684038563764,-0.00929032611241392,1.27745744492455,1.00435548951409,0.106546172060794,0.295836130062032,0.297149402807644
"615",615,0.0352439361925186,0.02,0.019481469211313,0.0224731967426766,-0.0029917275313636,0.0889856024941422,-0.0676054886889679,71.7006076430255,0.147610974901232,-0.00960432559077437,1.27780311354762,1.00338499024612,0.104406155047969,0.295712619515694,0.297162667798996
"616",616,0.0345680538806964,0.02,0.0267009843365962,0.0236332446225436,0.00306773971405255,0.0878098208759076,-0.0667065715031451,71.2735236335721,0.147564295522072,-0.00871366510184005,1.27871310584468,1.00364937425007,0.104075549231553,0.295829550178645,0.297264254645922
"617",617,0.0270856069530244,0.02,0.0262217216576836,0.0240233438403434,0.00219837781734019,0.0893602143078974,-0.0678875551104954,71.1789439784786,0.147624713889893,-0.00819439059650054,1.27928173065671,1.00406097110909,0.106144976788355,0.295831085776253,0.297242947679087
"618",618,0.0277442449072465,0.02,0.0178889331396834,0.0229776515803492,-0.00508871844066582,0.0904065239231685,-0.0686875323826663,71.6044413348064,0.147666239906363,-0.00894713723006721,1.27999032992535,1.00419546637855,0.106939728261257,0.295631376037705,0.297269382209064
"619",619,0.0336725996713917,0.02,0.0193339830742708,0.0226502598166811,-0.00331627674241031,0.0893589729253748,-0.0678904298014713,71.6261548756549,0.147625640744156,-0.00937586284374047,1.28026727663347,1.00466684547279,0.104890203695352,0.295935830752076,0.297521159476202
"620",620,0.0337563814983464,0.02,0.0252268099802749,0.023428637130895,0.0017981728493799,0.0884749808234505,-0.0672154860363901,71.2624421552184,0.14759076410197,-0.00865808506813731,1.28033058711652,1.0050688292364,0.104677693939309,0.295912913054323,0.297725432561311
"621",621,0.0275923859354609,0.02,0.0252699460058979,0.0238062853785062,0.00146366062739165,0.0896749192820042,-0.0681248026958549,71.250489269036,0.147636277576769,-0.00818909781596181,1.28045015817996,1.004399361596,0.106785718302567,0.295934092592922,0.297515918059433
"622",622,0.0295649326841082,0.02,0.018049393565285,0.0229659972696577,-0.00491660370437274,0.089925200136409,-0.0683125867709004,71.7060181623518,0.147645276588501,-0.00882344318592772,1.28099359944869,1.00448230579025,0.107565845152294,0.296304869440002,0.297599300265532
"623",623,0.0340273103071126,0.02,0.021083263761036,0.0229295010068068,-0.00184623724577083,0.0888641897025601,-0.0675076616366539,71.6714233433766,0.147604820276249,-0.00914166773753135,1.28121410231798,1.00518065663055,0.105357405240074,0.296184996819707,0.29772180651058
"624",624,0.034176306870819,0.02,0.0260289649419989,0.0235972653099528,0.00243169963204609,0.0879387217453033,-0.0668018290829148,71.2490416110187,0.147568520017098,-0.00836994277999526,1.28207789132917,1.00492604669617,0.105106765069174,0.296642938056594,0.297337374960065
"625",625,0.0261970452155949,0.02,0.0257911717939908,0.023992210923259,0.00179896087073177,0.089851918618978,-0.0682616626611771,71.1906068182724,0.147643711720632,-0.00795966859789309,1.28232423979444,1.00538616230426,0.107258058750277,0.296482034280076,0.297315706958268
"626",626,0.0287335937217649,0.02,0.0167929785729349,0.0228194404608778,-0.00602646188794287,0.0904254957569208,-0.0686985144029349,71.6754229050166,0.147666042937293,-0.00873721171039909,1.28289296668589,1.00601676645185,0.108094132686404,0.296387568304143,0.297434633595136
"627",627,0.0333897710263959,0.02,0.0202303412254819,0.0226598424918698,-0.00242950126638791,0.0895456763270752,-0.0680328590735008,71.6501396232236,0.147632978457969,-0.00906586837806032,1.28314060053689,1.00616235207865,0.105961409380833,0.296531645105586,0.297339540410855
"628",628,0.0335862592061093,0.02,0.0255608648561289,0.0234333422146801,0.00212752264144883,0.0887976653073075,-0.0674641534415595,71.2174545597923,0.147604107207543,-0.00827321530466868,1.28282953323887,1.00592477529182,0.105489092169114,0.296583888431699,0.297332466331122
"629",629,0.0268282505737879,0.02,0.0254345603325698,0.0237471539268826,0.00168740640568722,0.0903771768882383,-0.0686689066365007,71.184396900851,0.147666074688307,-0.00781191693997753,1.28321212071518,1.00548286475419,0.10775039019217,0.296866438463711,0.297597266381425
"630",630,0.0297437750714375,0.02,0.0176580398256895,0.0228007935640699,-0.00514275373838037,0.0905904006131826,-0.0688283478450543,71.6703799512978,0.147673605180821,-0.00848942452077706,1.28366138613883,1.00551253133758,0.108424066714026,0.2964073845004,0.297377918947849
"631",631,0.0333303284634096,0.02,0.0210959173911974,0.0228366247633907,-0.00174070737219338,0.0898270724400512,-0.068250781040288,71.6058539164293,0.147644892661332,-0.00880011186685942,1.28432763096898,1.0053956543044,0.106159716000786,0.295928577692755,0.297377828306044
"632",632,0.0318064608057703,0.02,0.0250262230346013,0.0234989829374478,0.00152724009715351,0.0898028555290874,-0.0682386737581064,71.1404093218444,0.147645591602282,-0.00811999643846432,1.28531333954679,1.0049480917262,0.105933131073669,0.29588955736263,0.297110589089518
"633",633,0.0259733436747453,0.02,0.0237534908652529,0.0234885497419133,0.000264941123339596,0.0915938850232386,-0.069607140682421,71.1426803173821,0.147716489751154,-0.00776223064816336,1.28522273547246,1.00509656527912,0.108342865120699,0.295562365180159,0.297255635128595
"634",634,0.0302179789666084,0.02,0.0169417559004846,0.0225443927264477,-0.00560263682596308,0.0914740572407242,-0.0695118848584725,71.6836035783731,0.147710787955352,-0.00842972620654073,1.28599223110298,1.00559850677678,0.108937963720623,0.295780830472471,0.297180246594459
"635",635,0.0355345401678676,0.02,0.0217066424078097,0.0227899927269391,-0.00108335031912941,0.0897819942605677,-0.068217794219028,71.6565641324861,0.147643507854697,-0.00860558055888447,1.28669283349253,1.00601381331709,0.106723947270825,0.296159378006227,0.296943932568048
"636",636,0.0335796012700278,0.02,0.0269032708448838,0.0238526770263054,0.00305059381857833,0.0892924517348709,-0.0678468513511794,71.1718436565694,0.147624934696632,-0.00780419974477731,1.28703604581504,1.00636017555304,0.10639785266252,0.296408618558877,0.29652562627074
"637",637,0.0255121639512722,0.02,0.0252533743229811,0.0239166772107706,0.00133669711221045,0.0914585028329209,-0.0695012346584621,71.1118727433827,0.147710479597269,-0.00746508504979095,1.28723284989578,1.00657386028328,0.108613829963423,0.296472881702851,0.296914623187528
"638",638,0.028890986005095,0.02,0.0161656905820406,0.0226986949342657,-0.00653300435222508,0.0919603747275072,-0.0698828396598378,71.6341265181454,0.147729844728611,-0.0082880163117404,1.28744999845484,1.00679416219794,0.109385457439389,0.29663097259004,0.297166116112362
"639",639,0.0352894463134399,0.02,0.0202628461083721,0.0227110074044566,-0.00244816129608451,0.0903555956516076,-0.0686599408165352,71.647628496555,0.147667219523017,-0.00856299198705655,1.28782916463149,1.00724590784814,0.107303928378132,0.296294164696009,0.297145911925155
"640",640,0.0342835996880679,0.02,0.0269856252545228,0.0237238057409005,0.00326181951362222,0.0895072417090387,-0.068012466056696,71.1790964761352,0.147633830842733,-0.00766331373637889,1.28840734959582,1.00767509806262,0.1067894463239,0.296139421964043,0.297134353026258
"641",641,0.0269511078887076,0.02,0.02587778592238,0.0239899816467482,0.00188780427563184,0.0912014016109266,-0.0693041896949173,71.1202383775067,0.14770017408757,-0.00721051543004069,1.28900707295369,1.00746181913581,0.108987803175512,0.296459046976827,0.296737473996347
"642",642,0.0286238129053642,0.02,0.0177180558605954,0.0229111171017882,-0.0051930612411928,0.0919548917795819,-0.0698796432044601,71.5772146579351,0.147729903995405,-0.00795322681381632,1.28931826420417,1.00749763105454,0.109712390589188,0.296583551476947,0.296954466134045
"643",643,0.0342877237708972,0.02,0.0202751982913637,0.0227446047947105,-0.00246940650334678,0.090760300638629,-0.0689698776373786,71.5737859293186,0.147683416580428,-0.0083217352929705,1.28999218732984,1.00768456642899,0.107609535281321,0.296346650187894,0.296648604566108
"644",644,0.0336983610267838,0.02,0.0257827604545454,0.0235470519203307,0.0022357085342147,0.090096995414109,-0.0684639403518926,71.1414308127027,0.147657376475502,-0.00754020654722736,1.29076831865336,1.00792141328008,0.107360876052428,0.296301688456792,0.29649240904729
"645",645,0.0274020386753822,0.02,0.0252570041711529,0.0239066580412655,0.00135034612988733,0.0915682872310795,-0.069585393915624,71.1384639655126,0.147714905900021,-0.00712910249603071,1.29088049559914,1.00806951356883,0.109530062550301,0.296235036411155,0.296170834354442
"646",646,0.0299093114825899,0.02,0.0180715601359638,0.0229813234622071,-0.0049097633262433,0.0918471104611848,-0.0697965732368803,71.6177418739101,0.147725463735031,-0.00780212749547528,1.29119640355386,1.0084051355544,0.110102396894836,0.296495913837491,0.29600800685896
"647",647,0.0349933235825365,0.02,0.0213552224944186,0.0229105721258559,-0.00155534963143725,0.0905393055010517,-0.0688006254145966,71.5652272079534,0.147674589423131,-0.00805708082299761,1.2919324264348,1.00846111785777,0.108056443519052,0.29658096473328,0.296053009834883
"648",648,0.0327381594367943,0.02,0.0267828626881709,0.0237899385949755,0.00299292409319542,0.0903779005533183,-0.068681567549834,71.0769482620297,0.147669296727398,-0.00728977904100258,1.29246177307962,1.00867481136675,0.107632373719356,0.296557086738804,0.296387738353374
"649",649,0.0266288931443838,0.02,0.0243981528321902,0.0237903827710864,0.000607770061103808,0.0921092206764408,-0.0700017159730517,71.0629456417458,0.147737105389779,-0.00693944453025629,1.29220389529177,1.00886884311878,0.109942983413159,0.296699274910024,0.296268503728256
"650",650,0.0290261339205748,0.02,0.0170641143524394,0.0227372184702428,-0.00567310411780344,0.0926516282027967,-0.0704136793323063,71.5735288606411,0.147757902686406,-0.00768581698108339,1.29234575193284,1.00816558468887,0.110646870448629,0.296754096114564,0.296360975458046
"651",651,0.0353899075287465,0.02,0.0203691216370687,0.0227613644042031,-0.00239224276713435,0.0910584637035558,-0.0691975026950535,71.5933173911572,0.147695156759616,-0.00800616131810028,1.29223554605242,1.00851800828228,0.108534618274577,0.296802180913762,0.295955053402321
"652",652,0.0340730281095838,0.02,0.0268270907474983,0.0237622746842251,0.00306481606327325,0.09038634724701,-0.0686864354975529,71.1346495956338,0.147669210982616,-0.00716535649208196,1.29249449571854,1.00892237029857,0.108154086636626,0.296716967825561,0.296103431908499
"653",653,0.0278086858139702,0.02,0.0259017656507608,0.0240023772317841,0.00189938841897666,0.0917867199538637,-0.0697530692023958,71.1027137792892,0.147723768696285,-0.00671936615170238,1.29307686613996,1.00872252885709,0.110154791707337,0.296375837028359,0.29628944666833
"654",654,0.0296191378330099,0.02,0.0182837966754287,0.0230620950271926,-0.00477829835176387,0.0922166406777258,-0.0700792804804387,71.5661697672518,0.147740170721369,-0.00740952228535992,1.29369326484955,1.00919694255566,0.110963145417802,0.296117705638583,0.295964863316794
"655",655,0.0349863992665441,0.02,0.0208666970560207,0.0230250593359648,-0.00215836227994412,0.0910156842515558,-0.0691658194726291,71.5626702485969,0.147693750479243,-0.0078013935112788,1.29438270240503,1.00905474225312,0.108786859892458,0.295986077146027,0.295821911234006
"656",656,0.0326475494120844,0.02,0.0266614468092328,0.0238492607546366,0.00281218605459614,0.0909684859768881,-0.0691335125869121,71.0704130034604,0.147692834845515,-0.00704392118897059,1.29488906585305,1.00903583317391,0.108330788246426,0.295904170937996,0.295941308011561
"657",657,0.026689734945445,0.02,0.0241461133595188,0.0238082886778673,0.000337824681651498,0.0927314635957774,-0.0704788695461631,71.0523678585818,0.147762169018849,-0.00667213726976034,1.29521949017607,1.00870492086016,0.110639348070453,0.296356049368773,0.295786100410557
"658",658,0.0294186840409425,0.02,0.0172753804461844,0.0227882093279802,-0.00551282888179575,0.0931482353110695,-0.0707974454555747,71.5561571828246,0.147778709964002,-0.0073533747999451,1.29588542436163,1.00834143725816,0.111412091151277,0.296889478589711,0.295308152707063
"659",659,0.0356999259525854,0.02,0.0209643311226602,0.0227981959073139,-0.00183386478465371,0.0915845976078794,-0.0696052193876218,71.5667433577371,0.147717513855748,-0.00766776620251308,1.29630840994803,1.00840554424711,0.109067392281148,0.29677313989662,0.29508730104287
"660",660,0.0341538396595299,0.02,0.0273899727492202,0.0238556720349263,0.0035343007142939,0.0909577111246039,-0.0691272423988487,71.058525588367,0.147692950097553,-0.00677859539887984,1.29668001534582,1.00840896945395,0.108741527918096,0.296533934442412,0.295392518722894
"661",661,0.0260434386506954,0.02,0.0255630261230572,0.0240426847221214,0.00152034140093589,0.093085228804791,-0.0707524555078831,70.9945619525672,0.147777039409977,-0.00639896793096681,1.29724843993312,1.00861858004381,0.110932569742124,0.296687561133447,0.295233418844099
"662",662,0.0293199676536017,0.02,0.0164757616191518,0.022828406678534,-0.00635264505938217,0.0935839279140539,-0.071132236013647,71.5201632153311,0.147796436479634,-0.00719984999970025,1.29735201793008,1.00918460560616,0.111727832009434,0.296654481464125,0.295472372839837
"663",663,0.03622241449285,0.02,0.0203516045614271,0.0228183093736096,-0.00246670481218249,0.0918020034402781,-0.0697723638955999,71.5713905170565,0.147726381430786,-0.0075282180301188,1.29815439347461,1.00909204894941,0.109527134714262,0.296813756057241,0.295481206960369
"664",664,0.0354984495523866,0.02,0.0278659704227207,0.0239373432555035,0.00392862716721726,0.0907001691627824,-0.0689299866608375,71.1235071857556,0.147682645178304,-0.0066337962928011,1.29891904877858,1.00866041456015,0.109139776675955,0.296778995645917,0.295581051768418
"665",665,0.0285283050235738,0.02,0.026926227427489,0.0243135851980662,0.00261264222942279,0.091969602057356,-0.069893319910691,71.0766121135922,0.147731143324363,-0.00614095700393865,1.29947524704969,1.00844383597933,0.111282018330323,0.296630474471516,0.295598674363125
"666",666,0.02940356195247,0.02,0.0186968399455445,0.0233528675555319,-0.00465602760998738,0.0927256190702836,-0.0704702118262363,71.5187426505801,0.147760849125817,-0.00686392926911226,1.30041980516521,1.00872518107868,0.112121544305987,0.296624312680423,0.295485687492631
"667",667,0.0343782194341957,0.02,0.0206506826383673,0.0231050703085147,-0.00245438767014745,0.091849327884517,-0.0698066287544667,71.5050917975501,0.147727745208203,-0.00732489358369055,1.30056207579658,1.00870408724023,0.109897404174377,0.296626626765159,0.29510139354033
"668",668,0.0337423068760175,0.02,0.0260369733996537,0.023723407548916,0.00231356585073768,0.0913879158395456,-0.069458835212169,71.0571229426142,0.147710735768953,-0.00658131414540793,1.30115537778185,1.00883931862948,0.109679448977694,0.296697934819055,0.295108736056533
"669",669,0.0280046759453529,0.02,0.0254370102789614,0.0239406011215008,0.00149640915746069,0.0927145676437192,-0.0704690562984427,71.058892470124,0.147762348351071,-0.006129036223444,1.30190499259842,1.00886383197923,0.111886811667233,0.296646482105162,0.294960770650188
"670",670,0.030663054177221,0.02,0.0182330705743385,0.0230871424980333,-0.0048540719236948,0.0928914154033379,-0.0706005731341107,71.544819429397,0.147768401087399,-0.00676435684037339,1.3022678127427,1.00915159976532,0.112572609998119,0.296577633835753,0.295068471570601
"671",671,0.0345567564961118,0.02,0.0218181049224061,0.0231384880899236,-0.00132038316751751,0.0919889318783714,-0.0699149103854794,71.4961942287532,0.147733717965136,-0.00711498592823298,1.30285855893399,1.00923295350131,0.110343685656367,0.296771440075801,0.295120404705198
"672",672,0.033241353836291,0.02,0.0264827215870679,0.0237529450835717,0.00272977650349622,0.0918263005116033,-0.0697951340070578,70.9954401808679,0.14772843876709,-0.00634802215374085,1.30348324420864,1.00885183602479,0.110011202632044,0.296812381722619,0.295093340333733
"673",673,0.0268292525767974,0.02,0.024952539576028,0.023848252409696,0.00110428716633203,0.0936127421164864,-0.071161006713676,70.9819027178343,0.14779937916418,-0.0059667783605877,1.3035832254078,1.00839311262091,0.112397259180069,0.296955276771177,0.294959145936594
"674",674,0.0306258573063517,0.02,0.0171104006370383,0.0228635875493474,-0.00575318691230911,0.093645942278003,-0.0711818583726824,71.537510470017,0.147799505308633,-0.00670544844686806,1.30422377935179,1.00800457734791,0.113046487316824,0.296794372328966,0.294949790514404
"675",675,0.0374425071745629,0.02,0.0214495114125296,0.023040472688274,-0.00159096127574438,0.0915261042808403,-0.0695575455420164,71.562777066631,0.147714417887539,-0.0069492889966145,1.30457677839195,1.00790395497053,0.110941649121569,0.296412552626877,0.295294497038115
"676",676,0.0341755165831179,0.02,0.0286847548045999,0.0242645502840586,0.00442020452054133,0.0912167556157853,-0.0693252752705442,71.0469858747482,0.147703248680457,-0.00611128434800413,1.3046301750376,1.00816600022672,0.110313415172732,0.296971936687756,0.295656010419683
"677",677,0.0271037074202078,0.02,0.0260658138936528,0.0242971701203658,0.00176864377328706,0.0931621575957104,-0.0708106752354973,70.954825169706,0.147779956540855,-0.0056999786559926,1.304909143959,1.00763517245034,0.112535778607223,0.297255434308793,0.295912098010411
"678",678,0.0287382406371736,0.02,0.0174083631303963,0.0230337608480189,-0.00562539771762257,0.0941122293631409,-0.0715411858997594,71.422984868536,0.147818773414374,-0.00645865503760956,1.30535291820505,1.00820326495708,0.113478042802757,0.297281704525896,0.296432690459734
"679",679,0.0351801529596164,0.02,0.020353549394334,0.0228231409320632,-0.00246959153772919,0.0928483371785175,-0.0705775322855553,71.4724139297355,0.14776929778683,-0.00690466513235303,1.30601682497561,1.00828067204038,0.111266219049121,0.296950261981367,0.296586709881536
"680",680,0.035172298018536,0.02,0.0265517883798716,0.02379810092201,0.00275368745786165,0.0919052762718366,-0.0698546081746792,71.0390518559416,0.147731327918585,-0.00606572063447649,1.30649949863562,1.00836880855357,0.11084244323334,0.296860796074787,0.296429142674265
"681",681,0.028250819460148,0.02,0.0262205425946087,0.0241518889819435,0.00206865361266517,0.0932989485553766,-0.070917391782031,71.0066145318595,0.14778595286568,-0.005579183104624,1.30683775924265,1.0088196454116,0.113059147099388,0.297088210854945,0.296675646174286
"682",682,0.0308663356090888,0.02,0.0189054515958402,0.0231867570819157,-0.00428130548607549,0.0935042905441232,-0.0710723044983333,71.4816968595719,0.147793562316946,-0.00623481903730959,1.30773825677325,1.00899645592738,0.113649762069767,0.296931191005526,0.296804955788052
"683",683,0.0352453276186866,0.02,0.0222939273985208,0.0232767418222044,-0.000982814423683565,0.0924554601658924,-0.0702743800766853,71.4059602325,0.147752983692162,-0.00652910240406472,1.308362408091,1.00975227772831,0.111497082846016,0.297089735509648,0.297004704014305
"684",684,0.0330311251196596,0.02,0.0267276426197071,0.0239685112377968,0.00275913138191029,0.0925478742432752,-0.070350402867173,70.9123690612674,0.147758036579323,-0.00583219143052,1.308639584359,1.00965484822477,0.111227732805961,0.296869271010122,0.296744518210516
"685",685,0.0273679836430274,0.02,0.0247078733904314,0.0239341160540522,0.000773757336379204,0.0942352558261293,-0.0716383016153469,70.9270360241574,0.147824441512226,-0.00549704884600585,1.30901548142712,1.00985428756819,0.113568627576432,0.297104347805183,0.297194331801817
"686",686,0.0305657119942967,0.02,0.0176823848293808,0.0229365739052475,-0.0052541890758668,0.0944131164441983,-0.0717704415866729,71.4623403309995,0.147830480424926,-0.00618825565311095,1.30956452060812,1.00987841766736,0.114232589884432,0.296834884452237,0.29707991223357
"687",687,0.0372253361360006,0.02,0.0215050950477603,0.0230785907142357,-0.00157349566647538,0.0924766223029183,-0.0702866643671939,71.4766768855188,0.147752760625649,-0.00645337011327066,1.310145536022,1.01028082628063,0.112167878879302,0.296933808966278,0.296891362874829
"688",688,0.0353105339669174,0.02,0.028331211381868,0.0241640725124289,0.00416713886943914,0.0917035085284432,-0.0696964819742854,71.0007552030073,0.147722301280898,-0.00559590680729138,1.31019834021369,1.01031703985394,0.111686571569843,0.296883024181471,0.296970788692024
"689",689,0.028250877834002,0.02,0.0268454670198652,0.0243726873765879,0.00247277964327738,0.093281495190341,-0.0709003830110492,70.945511235293,0.147784281981035,-0.00515712846252392,1.3110490236211,1.01031415788746,0.113807597625649,0.296831259710127,0.296934609401141
"690",690,0.0290499559116686,0.02,0.0184072702919491,0.0233485995194844,-0.00494132922753529,0.0942707553464231,-0.0716604655271671,71.412490940669,0.147824545623955,-0.00594543075283344,1.31109553224669,1.01049239167381,0.114644619789741,0.296779445038077,0.296817201538893
"691",691,0.0354226905220889,0.02,0.0204266481373098,0.0230123954935533,-0.00258574735624345,0.0930741189111911,-0.0707494810849742,71.4329899549398,0.147778082551413,-0.00639563197332076,1.31203405997403,1.01049483013648,0.112612241274974,0.296576330170054,0.296741118879787
"692",692,0.0345156738695482,0.02,0.0270869500788813,0.0238624117050051,0.00322453837387621,0.0925183364701029,-0.0703263900439264,70.9899987186689,0.147756492260307,-0.00561842434855633,1.3125828607691,1.01078749353849,0.112129461073931,0.296499214726911,0.296716330059899
"693",693,0.0294704956407338,0.02,0.0261888338915503,0.0240966201027747,0.00209221378877562,0.0934614802592965,-0.0710389522745296,70.9669260393011,0.147791686794642,-0.00508407388375743,1.31299337364666,1.01081309869794,0.114203958283749,0.296514147056505,0.297004630950823
"694",694,0.030366628059151,0.02,0.0194056165507081,0.0234275270558566,-0.00402191050514859,0.0939863302808149,-0.071440761963666,71.4211818021266,0.147812665883306,-0.00572437956600251,1.31271803342557,1.01123428289487,0.115005803759087,0.296375130733287,0.29674520752717
"695",695,0.0352867794721791,0.02,0.0216380133626754,0.0232392948913339,-0.00160128152865848,0.0929977074783117,-0.0706914432345941,71.3865754670241,0.147775171662135,-0.00613617135867559,1.31314516645001,1.01098473134863,0.112849554466368,0.296361332954043,0.296662566129127
"696",696,0.0327303696093328,0.02,0.0272055858940945,0.0239220829936515,0.00328350290044302,0.0932257203461756,-0.0708734591944521,70.8873552591194,0.147786236041722,-0.00543268838276215,1.31408462580466,1.01140718650198,0.112390089757642,0.296091650838532,0.29636903856831
"697",697,0.0279187404624914,0.02,0.0245426129237087,0.0238710925462183,0.0006715203774904,0.0947049894332682,-0.0719995992460631,70.8740302250739,0.147843676395764,-0.00502201297697954,1.31515544590985,1.01127515363991,0.114791739810684,0.296205390613544,0.296642088837383
"698",698,0.0305655435505894,0.02,0.0179370550659952,0.0230469345142692,-0.00510987944827392,0.0950609780080725,-0.0722692391677803,71.4087628855721,0.147857138740079,-0.00572863899351286,1.3158153988696,1.01077259518765,0.115474052638866,0.296021396026093,0.296516352831522
"699",699,0.0381372600214697,0.02,0.0217011471628179,0.0231083179711555,-0.00140717080833761,0.0929123577470594,-0.0706213898751781,71.431687768602,0.147770495182104,-0.00599828212116291,1.31620710340837,1.011120865433,0.113130420110331,0.295874584631274,0.29674852141484
"700",700,0.0344318627914864,0.02,0.0291647856920673,0.0243776683699157,0.00478711732215165,0.0927116200308502,-0.070472671722887,70.8845124464314,0.147763757600207,-0.00511556417026803,1.31636635274107,1.0107060371046,0.112628042479422,0.296034678703627,0.296765225981021
"701",701,0.027253920790248,0.02,0.0260567085243504,0.0243814103797384,0.00167529814461199,0.0947811523907102,-0.0720574746873961,70.8185402851166,0.147846591977279,-0.00477116752725912,1.31635596214156,1.01058342000145,0.114792053377664,0.296106537334056,0.296635075525351
"702",702,0.0290529135093784,0.02,0.017864571144755,0.0231540731980486,-0.00528950205329351,0.0958029455991218,-0.0728432429242435,71.2901732175813,0.147888374659803,-0.00551556465369042,1.31677727403355,1.01004894162718,0.115768456130258,0.296174887201094,0.296750552739284
"703",703,0.0355323979573551,0.02,0.0205387584634831,0.0228867270760578,-0.00234796861257467,0.0945791976173083,-0.0719096490726445,71.3138172612265,0.147840341722557,-0.00592857995847974,1.31725495350653,1.0101682414375,0.113591116233988,0.296017299974484,0.296778124697876
"704",704,0.0347996772240329,0.02,0.0270311434654516,0.0238370412803897,0.00319410218506189,0.0939649516492671,-0.0714389934818366,70.8559446545358,0.147815645967243,-0.00511252188467849,1.31772000761603,1.01040496469073,0.11313840537959,0.296090009813658,0.296918786557448
"705",705,0.0291651246885764,0.02,0.0259962462530604,0.0241733227559146,0.00182292349714575,0.0951169422595198,-0.0723137598108762,70.8345603800066,0.14785979566381,-0.00461710573184452,1.31840888117593,1.01002822603845,0.115231681442525,0.295780754363751,0.297020437379623
"706",706,0.0304032636475315,0.02,0.0191118107242493,0.0234160757690289,-0.00430426504477963,0.0957056681999984,-0.0727662946783194,71.2992190127697,0.147883821375927,-0.00527233252220759,1.31863580784338,1.01006866921128,0.116014547224115,0.295855308626558,0.297155282241587
"707",707,0.0361019770726602,0.02,0.0215459887479169,0.0232360805143227,-0.00169009176640575,0.0944709028515691,-0.0718263019613355,71.2892693216418,0.147835904964074,-0.00566796445949085,1.31920334010357,1.00986107013111,0.113811427655283,0.295627318723355,0.297632076172437
"708",708,0.0344783118482952,0.02,0.027671537336048,0.0241010829800196,0.0035704543560284,0.0941676448752138,-0.071597554633301,70.7974349425948,0.147824672611939,-0.00487020844592698,1.31888344323707,1.00923097262983,0.113406213922785,0.29579692777921,0.297733199143856
"709",709,0.028127957161702,0.02,0.0258003386777186,0.0242535083516639,0.00154683032605476,0.0958195541774968,-0.0728580668657775,70.7738309471807,0.147889589091556,-0.00446719483951305,1.3189722492735,1.00936372808158,0.115573337509771,0.295724583620763,0.297493634248203
"710",710,0.0303985613698192,0.02,0.0183554713524793,0.0232307830497511,-0.00487531169727177,0.0963793040426496,-0.073286969781847,71.2636387686434,0.14791205924577,-0.00515550236672471,1.31925675301055,1.00935235759388,0.116416388145055,0.29567590938324,0.297586743695016
